inv_no,inv_date,ship_date,cust_id,customer,amount,memo,month
INV-253297,2025-12-01,2025-12-01,C1011,Garfield Industrial Company,22738.8,Standing order,2025-12
INV-253298,2025-12-01,2025-12-01,C1011,Garfield Industrial Company,2664.36,,2025-12
INV-253299,2025-12-01,2025-11-30,C1031,Shaker Square Retail Partners,4792.87,,2025-12
INV-253300,2025-12-01,2025-11-30,C1038,Westlake Commercial Cleaning Company,11772.26,,2025-12
INV-253301,2025-12-01,2025-12-01,C1038,Westlake Commercial Cleaning Company,6602.44,Standing order,2025-12
INV-253302,2025-12-01,2025-11-30,C1038,Westlake Commercial Cleaning Company,14657.18,,2025-12
INV-253303,2025-12-01,2025-12-01,C1040,Youngstown Metal Works Inc.,1355.71,Standing order,2025-12
INV-253304,2025-12-01,2025-12-01,C1040,Youngstown Metal Works Inc.,6692.27,,2025-12
INV-253305,2025-12-02,2025-12-01,C1002,Bayview Medical Center Inc.,9863.08,Standing order,2025-12
INV-253306,2025-12-02,2025-12-02,C1002,Bayview Medical Center Inc.,13756.23,PO 45843,2025-12
INV-253307,2025-12-02,2025-12-02,C1002,Bayview Medical Center Inc.,23011.73,,2025-12
INV-253308,2025-12-02,2025-12-02,C1003,Cardinal Hospitality Group LLC,20905.45,PO 47818,2025-12
INV-253309,2025-12-02,2025-12-02,C1008,Evergreen Senior Living Inc.,11952.77,Standing order,2025-12
INV-253310,2025-12-02,2025-12-02,C1011,Garfield Industrial Company,38421.48,,2025-12
INV-253311,2025-12-02,2025-12-01,C1011,Garfield Industrial Company,26216.19,PO 43043,2025-12
INV-253312,2025-12-02,2025-12-01,C1011,Garfield Industrial Company,19701.06,PO 42886,2025-12
INV-253313,2025-12-02,2025-12-01,C1012,Great Lakes Logistics Inc.,13290.77,PO 43892,2025-12
INV-253314,2025-12-02,2025-12-02,C1015,Heritage Food Services Inc.,32786.56,,2025-12
INV-253315,2025-12-02,2025-12-02,C1018,Kent Valley Hospital,14192.82,,2025-12
INV-253316,2025-12-02,2025-12-02,C1028,Portage Cold Storage Company,6087.31,,2025-12
INV-253317,2025-12-02,2025-12-02,C1028,Portage Cold Storage Company,18845.49,,2025-12
INV-253318,2025-12-02,2025-12-02,C1030,Sandusky Marine and Supply,12950.41,,2025-12
INV-253319,2025-12-02,2025-12-01,C1033,Summit Healthcare Group Inc.,17038.84,,2025-12
INV-253320,2025-12-02,2025-12-02,C1033,Summit Healthcare Group Inc.,4528.67,Standing order,2025-12
INV-253321,2025-12-02,2025-12-01,C1035,Twinsburg Industrial Park LLC,4668.27,Standing order,2025-12
INV-253322,2025-12-02,2025-12-02,C1036,University Circle Services,4411.82,,2025-12
INV-253323,2025-12-03,2025-12-03,C1004,Cedar Point Facility Services,8379.5,,2025-12
INV-253324,2025-12-03,2025-12-03,C1022,Medina Auto Group,6292.24,Standing order,2025-12
INV-253325,2025-12-03,2025-12-03,C1023,Midwest Stadium Services Inc.,6130.86,,2025-12
INV-253326,2025-12-03,2025-12-02,C1025,Oak Ridge Office Parks,2390.53,Standing order,2025-12
INV-253327,2025-12-03,2025-12-03,C1026,Parma Community College,9433.07,Standing order,2025-12
INV-253328,2025-12-03,2025-12-03,C1028,Portage Cold Storage Company,30601.24,,2025-12
INV-253329,2025-12-03,2025-12-02,C1029,Riverside Fitness Clubs LLC,2103.48,PO 48184,2025-12
INV-253330,2025-12-03,2025-12-03,C1031,Shaker Square Retail Partners,8894.55,Standing order,2025-12
INV-253331,2025-12-03,2025-12-03,C1035,Twinsburg Industrial Park LLC,25796.54,,2025-12
INV-253332,2025-12-04,2025-12-04,C1002,Bayview Medical Center Inc.,32442.28,PO 40205,2025-12
INV-253333,2025-12-04,2025-12-04,C1002,Bayview Medical Center Inc.,15731.89,Standing order,2025-12
INV-253334,2025-12-04,2025-12-03,C1003,Cardinal Hospitality Group LLC,40937.07,,2025-12
INV-253335,2025-12-04,2025-12-04,C1005,Clearwater Janitorial Company,3901.96,,2025-12
INV-253336,2025-12-04,2025-12-04,C1010,Forest City Hotels and Resorts,6910.37,,2025-12
INV-253337,2025-12-04,2025-12-03,C1015,Heritage Food Services Inc.,7689.65,Standing order,2025-12
INV-253338,2025-12-04,2025-12-04,C1015,Heritage Food Services Inc.,13032.16,,2025-12
INV-253339,2025-12-04,2025-12-03,C1023,Midwest Stadium Services Inc.,5122.41,,2025-12
INV-253340,2025-12-04,2025-12-04,C1030,Sandusky Marine and Supply,4116.59,,2025-12
INV-253341,2025-12-04,2025-12-04,C1030,Sandusky Marine and Supply,22643.94,,2025-12
INV-253342,2025-12-04,2025-12-04,C1033,Summit Healthcare Group Inc.,4296.66,Standing order,2025-12
INV-253343,2025-12-04,2025-12-04,C1035,Twinsburg Industrial Park LLC,7408.86,PO 44820,2025-12
INV-253344,2025-12-04,2025-12-03,C1036,University Circle Services,8274.34,,2025-12
INV-253345,2025-12-04,2025-12-04,C1040,Youngstown Metal Works Inc.,8995.24,,2025-12
INV-253346,2025-12-05,2025-12-04,C1002,Bayview Medical Center Inc.,3212.35,,2025-12
INV-253347,2025-12-05,2025-12-05,C1002,Bayview Medical Center Inc.,11321.82,,2025-12
INV-253348,2025-12-05,2025-12-05,C1002,Bayview Medical Center Inc.,47517.68,PO 48106,2025-12
INV-253349,2025-12-05,2025-12-05,C1008,Evergreen Senior Living Inc.,12948.84,,2025-12
INV-253350,2025-12-05,2025-12-04,C1011,Garfield Industrial Company,11351.93,,2025-12
INV-253351,2025-12-05,2025-12-05,C1011,Garfield Industrial Company,13045.76,,2025-12
INV-253352,2025-12-05,2025-12-05,C1012,Great Lakes Logistics Inc.,15958.44,PO 40591,2025-12
INV-253353,2025-12-05,2025-12-05,C1016,Highland Manufacturing Company,2403.77,,2025-12
INV-253354,2025-12-05,2025-12-05,C1018,Kent Valley Hospital,5149.26,Standing order,2025-12
INV-253355,2025-12-05,2025-12-04,C1025,Oak Ridge Office Parks,23647.25,,2025-12
INV-253356,2025-12-05,2025-12-05,C1026,Parma Community College,6370.36,,2025-12
INV-253357,2025-12-05,2025-12-05,C1026,Parma Community College,18008.93,PO 43722,2025-12
INV-253358,2025-12-05,2025-12-05,C1033,Summit Healthcare Group Inc.,5423.31,Standing order,2025-12
INV-253359,2025-12-05,2025-12-04,C1038,Westlake Commercial Cleaning Company,7325.32,,2025-12
INV-253360,2025-12-05,2025-12-05,C1040,Youngstown Metal Works Inc.,12703.56,,2025-12
INV-253361,2025-12-08,2025-12-08,C1002,Bayview Medical Center Inc.,10516.01,,2025-12
INV-253362,2025-12-08,2025-12-08,C1003,Cardinal Hospitality Group LLC,12304.56,,2025-12
INV-253363,2025-12-08,2025-12-08,C1011,Garfield Industrial Company,12098.92,,2025-12
INV-253364,2025-12-08,2025-12-08,C1011,Garfield Industrial Company,2421.78,PO 49624,2025-12
INV-253365,2025-12-08,2025-12-08,C1012,Great Lakes Logistics Inc.,4239.29,PO 42492,2025-12
INV-253366,2025-12-08,2025-12-08,C1015,Heritage Food Services Inc.,4991.41,,2025-12
INV-253367,2025-12-08,2025-12-08,C1015,Heritage Food Services Inc.,4626.73,Standing order,2025-12
INV-253368,2025-12-08,2025-12-08,C1023,Midwest Stadium Services Inc.,4708.64,PO 45992,2025-12
INV-253369,2025-12-08,2025-12-08,C1035,Twinsburg Industrial Park LLC,8013.49,Standing order,2025-12
INV-253370,2025-12-08,2025-12-08,C1035,Twinsburg Industrial Park LLC,22686.67,,2025-12
INV-253371,2025-12-08,2025-12-08,C1035,Twinsburg Industrial Park LLC,13095.92,,2025-12
INV-253372,2025-12-08,2025-12-08,C1038,Westlake Commercial Cleaning Company,8705.87,Standing order,2025-12
INV-253373,2025-12-08,2025-12-08,C1040,Youngstown Metal Works Inc.,6085.99,PO 40290,2025-12
INV-253374,2025-12-09,2025-12-09,C1008,Evergreen Senior Living Inc.,4571.76,PO 43592,2025-12
INV-253375,2025-12-09,2025-12-09,C1009,Fairlawn Public Schools,4632.15,,2025-12
INV-253376,2025-12-09,2025-12-09,C1011,Garfield Industrial Company,3034.23,PO 44339,2025-12
INV-253377,2025-12-09,2025-12-09,C1011,Garfield Industrial Company,19543.75,PO 46564,2025-12
INV-253378,2025-12-09,2025-12-08,C1015,Heritage Food Services Inc.,1659.31,PO 42270,2025-12
INV-253379,2025-12-09,2025-12-09,C1018,Kent Valley Hospital,7991.32,,2025-12
INV-253380,2025-12-09,2025-12-08,C1019,Lakeshore Cleaning Services Inc.,16278.33,,2025-12
INV-253381,2025-12-09,2025-12-08,C1022,Medina Auto Group,10828.84,,2025-12
INV-253382,2025-12-09,2025-12-09,C1024,North Coast Restaurants LLC,14583.1,PO 40889,2025-12
INV-253383,2025-12-09,2025-12-09,C1030,Sandusky Marine and Supply,17114.55,,2025-12
INV-253384,2025-12-09,2025-12-08,C1033,Summit Healthcare Group Inc.,16589.23,,2025-12
INV-253385,2025-12-09,2025-12-08,C1035,Twinsburg Industrial Park LLC,13595.33,PO 48545,2025-12
INV-253386,2025-12-09,2025-12-09,C1036,University Circle Services,3014.26,Standing order,2025-12
INV-253387,2025-12-09,2025-12-09,C1040,Youngstown Metal Works Inc.,11376.35,,2025-12
INV-253388,2025-12-09,2025-12-08,C1040,Youngstown Metal Works Inc.,26161.99,,2025-12
INV-253389,2025-12-09,2025-12-09,C1040,Youngstown Metal Works Inc.,6196.91,,2025-12
INV-253390,2025-12-10,2025-12-10,C1001,Allegheny Property Management LLC,4968.37,,2025-12
INV-253391,2025-12-10,2025-12-09,C1003,Cardinal Hospitality Group LLC,16377.41,Standing order,2025-12
INV-253392,2025-12-10,2025-12-10,C1005,Clearwater Janitorial Company,11696.03,,2025-12
INV-253393,2025-12-10,2025-12-10,C1008,Evergreen Senior Living Inc.,10386.44,,2025-12
INV-253394,2025-12-10,2025-12-10,C1008,Evergreen Senior Living Inc.,6507.03,PO 42931,2025-12
INV-253395,2025-12-10,2025-12-10,C1011,Garfield Industrial Company,19899.44,,2025-12
INV-253396,2025-12-10,2025-12-10,C1015,Heritage Food Services Inc.,8447.07,Standing order,2025-12
INV-253397,2025-12-10,2025-12-09,C1018,Kent Valley Hospital,10378.29,PO 45428,2025-12
INV-253398,2025-12-10,2025-12-10,C1022,Medina Auto Group,2591.45,,2025-12
INV-253399,2025-12-10,2025-12-10,C1027,Pinnacle Building Services Inc.,6831.5,PO 40169,2025-12
INV-253400,2025-12-10,2025-12-09,C1032,Stark County Services,9116.52,Standing order,2025-12
INV-253401,2025-12-10,2025-12-10,C1035,Twinsburg Industrial Park LLC,35106.11,,2025-12
INV-253402,2025-12-10,2025-12-09,C1038,Westlake Commercial Cleaning Company,12756.23,,2025-12
INV-253403,2025-12-10,2025-12-10,C1038,Westlake Commercial Cleaning Company,1470.97,,2025-12
INV-253404,2025-12-11,2025-12-11,C1002,Bayview Medical Center Inc.,9571.47,,2025-12
INV-253405,2025-12-11,2025-12-10,C1010,Forest City Hotels and Resorts,10382.55,,2025-12
INV-253406,2025-12-11,2025-12-10,C1023,Midwest Stadium Services Inc.,939.72,,2025-12
INV-253407,2025-12-11,2025-12-11,C1025,Oak Ridge Office Parks,5855.46,PO 48094,2025-12
INV-253408,2025-12-11,2025-12-11,C1028,Portage Cold Storage Company,23842.66,,2025-12
INV-253409,2025-12-11,2025-12-11,C1035,Twinsburg Industrial Park LLC,16988.82,,2025-12
INV-253410,2025-12-11,2025-12-11,C1036,University Circle Services,5536.29,Standing order,2025-12
INV-253411,2025-12-11,2025-12-11,C1040,Youngstown Metal Works Inc.,1747.1,,2025-12
INV-253412,2025-12-11,2025-12-11,C1040,Youngstown Metal Works Inc.,3732.86,,2025-12
INV-253413,2025-12-12,2025-12-11,C1002,Bayview Medical Center Inc.,1936.64,,2025-12
INV-253414,2025-12-12,2025-12-12,C1004,Cedar Point Facility Services,8891.55,PO 47269,2025-12
INV-253415,2025-12-12,2025-12-12,C1004,Cedar Point Facility Services,19433.43,,2025-12
INV-253416,2025-12-12,2025-12-12,C1010,Forest City Hotels and Resorts,31601.82,,2025-12
INV-253417,2025-12-12,2025-12-11,C1011,Garfield Industrial Company,11584.74,,2025-12
INV-253418,2025-12-12,2025-12-12,C1012,Great Lakes Logistics Inc.,20578.89,Standing order,2025-12
INV-253419,2025-12-12,2025-12-12,C1023,Midwest Stadium Services Inc.,39819.61,Standing order,2025-12
INV-253420,2025-12-12,2025-12-12,C1027,Pinnacle Building Services Inc.,5503.97,PO 43873,2025-12
INV-253421,2025-12-12,2025-12-12,C1033,Summit Healthcare Group Inc.,4448.36,,2025-12
INV-253422,2025-12-12,2025-12-11,C1035,Twinsburg Industrial Park LLC,10949.79,Standing order,2025-12
INV-253423,2025-12-12,2025-12-12,C1036,University Circle Services,8302.31,PO 44703,2025-12
INV-253424,2025-12-12,2025-12-12,C1038,Westlake Commercial Cleaning Company,6475.98,PO 40535,2025-12
INV-253425,2025-12-15,2025-12-15,C1001,Allegheny Property Management LLC,3517.58,,2025-12
INV-253426,2025-12-15,2025-12-15,C1003,Cardinal Hospitality Group LLC,6868.78,,2025-12
INV-253427,2025-12-15,2025-12-14,C1011,Garfield Industrial Company,2062.94,,2025-12
INV-253428,2025-12-15,2025-12-14,C1014,Harborview Apartments LLC,5087.85,,2025-12
INV-253429,2025-12-15,2025-12-14,C1025,Oak Ridge Office Parks,23057.26,Standing order,2025-12
INV-253430,2025-12-15,2025-12-15,C1025,Oak Ridge Office Parks,4712.87,PO 49593,2025-12
INV-253431,2025-12-15,2025-12-15,C1026,Parma Community College,11044.01,,2025-12
INV-253432,2025-12-15,2025-12-15,C1029,Riverside Fitness Clubs LLC,16585.39,Standing order,2025-12
INV-253433,2025-12-15,2025-12-15,C1033,Summit Healthcare Group Inc.,46161.42,Standing order,2025-12
INV-253434,2025-12-15,2025-12-15,C1038,Westlake Commercial Cleaning Company,5861.34,,2025-12
INV-253435,2025-12-15,2025-12-15,C1038,Westlake Commercial Cleaning Company,7102.05,Standing order,2025-12
INV-253436,2025-12-15,2025-12-15,C1040,Youngstown Metal Works Inc.,12548.8,PO 42523,2025-12
INV-253437,2025-12-15,2025-12-15,C1040,Youngstown Metal Works Inc.,14857.45,,2025-12
INV-253438,2025-12-15,2025-12-15,C1040,Youngstown Metal Works Inc.,8951.33,PO 44723,2025-12
INV-253439,2025-12-16,2025-12-16,C1011,Garfield Industrial Company,4150.0,Standing order,2025-12
INV-253440,2025-12-16,2025-12-16,C1013,Hamilton County Services,978.73,,2025-12
INV-253441,2025-12-16,2025-12-16,C1026,Parma Community College,5490.29,,2025-12
INV-253442,2025-12-16,2025-12-16,C1031,Shaker Square Retail Partners,2921.21,,2025-12
INV-253443,2025-12-16,2025-12-16,C1031,Shaker Square Retail Partners,11072.47,,2025-12
INV-253444,2025-12-16,2025-12-16,C1038,Westlake Commercial Cleaning Company,3200.61,Standing order,2025-12
INV-253445,2025-12-16,2025-12-16,C1038,Westlake Commercial Cleaning Company,19490.14,,2025-12
INV-253446,2025-12-16,2025-12-16,C1040,Youngstown Metal Works Inc.,1804.38,,2025-12
INV-253447,2025-12-16,2025-12-16,C1040,Youngstown Metal Works Inc.,9377.62,,2025-12
INV-253448,2025-12-16,2025-12-16,C1040,Youngstown Metal Works Inc.,8503.58,,2025-12
INV-253449,2025-12-16,2025-12-16,C1040,Youngstown Metal Works Inc.,10461.44,,2025-12
INV-253450,2025-12-17,2025-12-17,C1023,Midwest Stadium Services Inc.,1832.31,,2025-12
INV-253451,2025-12-17,2025-12-17,C1025,Oak Ridge Office Parks,29567.6,,2025-12
INV-253452,2025-12-17,2025-12-17,C1026,Parma Community College,2339.85,,2025-12
INV-253453,2025-12-17,2025-12-16,C1035,Twinsburg Industrial Park LLC,10987.04,,2025-12
INV-253454,2025-12-17,2025-12-17,C1036,University Circle Services,3848.25,,2025-12
INV-253455,2025-12-17,2025-12-17,C1040,Youngstown Metal Works Inc.,9774.07,,2025-12
INV-253456,2025-12-18,2025-12-18,C1002,Bayview Medical Center Inc.,2875.11,Standing order,2025-12
INV-253457,2025-12-18,2025-12-17,C1022,Medina Auto Group,3739.65,,2025-12
INV-253458,2025-12-18,2025-12-18,C1026,Parma Community College,16168.15,,2025-12
INV-253459,2025-12-18,2025-12-18,C1027,Pinnacle Building Services Inc.,10689.69,,2025-12
INV-253460,2025-12-18,2025-12-18,C1030,Sandusky Marine and Supply,29274.41,Standing order,2025-12
INV-253461,2025-12-18,2025-12-18,C1030,Sandusky Marine and Supply,11806.58,Standing order,2025-12
INV-253462,2025-12-18,2025-12-18,C1035,Twinsburg Industrial Park LLC,16546.35,PO 47861,2025-12
INV-253463,2025-12-18,2025-12-18,C1035,Twinsburg Industrial Park LLC,2407.86,PO 42267,2025-12
INV-253464,2025-12-18,2025-12-18,C1035,Twinsburg Industrial Park LLC,4066.96,Standing order,2025-12
INV-253465,2025-12-18,2025-12-17,C1038,Westlake Commercial Cleaning Company,12596.43,Standing order,2025-12
INV-253466,2025-12-18,2025-12-18,C1038,Westlake Commercial Cleaning Company,14455.19,,2025-12
INV-253467,2025-12-18,2025-12-18,C1040,Youngstown Metal Works Inc.,21767.77,,2025-12
INV-253468,2025-12-18,2025-12-18,C1040,Youngstown Metal Works Inc.,7734.59,,2025-12
INV-253469,2025-12-19,2025-12-19,C1002,Bayview Medical Center Inc.,75267.68,Standing order,2025-12
INV-253470,2025-12-19,2025-12-19,C1002,Bayview Medical Center Inc.,3532.37,Standing order,2025-12
INV-253471,2025-12-19,2025-12-19,C1002,Bayview Medical Center Inc.,20241.39,PO 44655,2025-12
INV-253472,2025-12-19,2025-12-18,C1002,Bayview Medical Center Inc.,7997.34,Standing order,2025-12
INV-253473,2025-12-19,2025-12-19,C1011,Garfield Industrial Company,1866.28,,2025-12
INV-253474,2025-12-19,2025-12-19,C1016,Highland Manufacturing Company,9589.89,Standing order,2025-12
INV-253475,2025-12-19,2025-12-19,C1018,Kent Valley Hospital,10323.76,,2025-12
INV-253476,2025-12-19,2025-12-18,C1018,Kent Valley Hospital,20717.66,,2025-12
INV-253477,2025-12-19,2025-12-18,C1025,Oak Ridge Office Parks,10312.98,,2025-12
INV-253478,2025-12-19,2025-12-18,C1025,Oak Ridge Office Parks,6121.14,Standing order,2025-12
INV-253479,2025-12-19,2025-12-19,C1027,Pinnacle Building Services Inc.,9382.71,,2025-12
INV-253480,2025-12-19,2025-12-19,C1027,Pinnacle Building Services Inc.,34911.24,Standing order,2025-12
INV-253481,2025-12-19,2025-12-19,C1029,Riverside Fitness Clubs LLC,5865.1,,2025-12
INV-253482,2025-12-19,2025-12-18,C1035,Twinsburg Industrial Park LLC,8870.01,PO 44292,2025-12
INV-253483,2025-12-19,2025-12-18,C1038,Westlake Commercial Cleaning Company,44760.08,Standing order,2025-12
INV-253484,2025-12-19,2025-12-18,C1038,Westlake Commercial Cleaning Company,14227.38,,2025-12
INV-253485,2025-12-19,2025-12-19,C1038,Westlake Commercial Cleaning Company,10976.63,Standing order,2025-12
INV-253486,2025-12-22,2025-12-22,C1010,Forest City Hotels and Resorts,5727.38,,2025-12
INV-253487,2025-12-22,2025-12-21,C1012,Great Lakes Logistics Inc.,3136.17,,2025-12
INV-253488,2025-12-22,2025-12-21,C1025,Oak Ridge Office Parks,40890.26,,2025-12
INV-253489,2025-12-22,2025-12-22,C1026,Parma Community College,3886.85,,2025-12
INV-253490,2025-12-22,2025-12-22,C1029,Riverside Fitness Clubs LLC,42306.16,Standing order,2025-12
INV-253491,2025-12-22,2025-12-21,C1029,Riverside Fitness Clubs LLC,7295.98,,2025-12
INV-253492,2025-12-22,2025-12-22,C1032,Stark County Services,19661.05,,2025-12
INV-253493,2025-12-22,2025-12-22,C1033,Summit Healthcare Group Inc.,15109.73,PO 48102,2025-12
INV-253494,2025-12-22,2025-12-22,C1038,Westlake Commercial Cleaning Company,45363.64,Standing order,2025-12
INV-253495,2025-12-22,2025-12-22,C1038,Westlake Commercial Cleaning Company,6908.1,,2025-12
INV-253496,2025-12-22,2025-12-22,C1040,Youngstown Metal Works Inc.,3019.6,Standing order,2025-12
INV-253497,2025-12-22,2025-12-22,C1040,Youngstown Metal Works Inc.,4530.11,,2025-12
INV-253498,2025-12-23,2025-12-23,C1011,Garfield Industrial Company,6823.16,,2025-12
INV-253499,2025-12-23,2025-12-22,C1012,Great Lakes Logistics Inc.,2976.84,,2025-12
INV-253500,2025-12-23,2025-12-22,C1014,Harborview Apartments LLC,6416.46,Standing order,2025-12
INV-253501,2025-12-23,2025-12-22,C1015,Heritage Food Services Inc.,3598.11,Standing order,2025-12
INV-253502,2025-12-23,2025-12-23,C1018,Kent Valley Hospital,6095.94,,2025-12
INV-253503,2025-12-23,2025-12-22,C1020,Lorain Distribution Company,6140.4,,2025-12
INV-253504,2025-12-23,2025-12-23,C1025,Oak Ridge Office Parks,3494.87,Standing order,2025-12
INV-253505,2025-12-23,2025-12-23,C1026,Parma Community College,6870.64,Standing order,2025-12
INV-253506,2025-12-23,2025-12-23,C1029,Riverside Fitness Clubs LLC,15686.56,,2025-12
INV-253507,2025-12-23,2025-12-22,C1033,Summit Healthcare Group Inc.,10838.7,Standing order,2025-12
INV-253508,2025-12-23,2025-12-22,C1035,Twinsburg Industrial Park LLC,6380.02,PO 44596,2025-12
INV-253509,2025-12-23,2025-12-23,C1038,Westlake Commercial Cleaning Company,9255.75,Standing order,2025-12
INV-253510,2025-12-24,2025-12-24,C1004,Cedar Point Facility Services,20931.19,,2025-12
INV-253511,2025-12-24,2025-12-24,C1011,Garfield Industrial Company,10799.83,Standing order,2025-12
INV-253512,2025-12-24,2025-12-23,C1011,Garfield Industrial Company,5813.57,,2025-12
INV-253513,2025-12-24,2025-12-23,C1015,Heritage Food Services Inc.,7892.37,,2025-12
INV-253514,2025-12-24,2025-12-24,C1018,Kent Valley Hospital,2902.23,,2025-12
INV-253515,2025-12-24,2025-12-24,C1026,Parma Community College,7290.53,,2025-12
INV-253516,2025-12-24,2025-12-23,C1033,Summit Healthcare Group Inc.,5282.21,,2025-12
INV-253517,2025-12-24,2025-12-24,C1035,Twinsburg Industrial Park LLC,5034.51,,2025-12
INV-253518,2025-12-24,2025-12-24,C1036,University Circle Services,27321.06,,2025-12
INV-253519,2025-12-24,2025-12-24,C1040,Youngstown Metal Works Inc.,6034.48,,2025-12
INV-253520,2025-12-25,2025-12-25,C1002,Bayview Medical Center Inc.,5573.13,,2025-12
INV-253521,2025-12-25,2025-12-24,C1003,Cardinal Hospitality Group LLC,5023.71,,2025-12
INV-253522,2025-12-25,2025-12-25,C1011,Garfield Industrial Company,7545.02,PO 40247,2025-12
INV-253523,2025-12-25,2025-12-25,C1022,Medina Auto Group,2067.2,,2025-12
