Inv #,Inv Date,Ship Dt,Customer,Amount,Memo
INV-253093,2025-11-11,2025-11-11,Oak Ridge Office Parks  ,11008.95,
INV-253094,2025-11-11,2025-11-10,Parma Community College,2786.74,
INV-253095,11/11/2025,11/11/2025,Riverside Fitness Clubs LLC,3787.11,
INV-253096,11-Nov-25,11-Nov-25,Twinsburg Industrial Park LLC,"$14,592.77",
INV-253097,11/11/2025,11/10/2025,Youngstown Metal Works Inc.,"$5,424.43",
INV-253098,11/11/2025,11/10/2025,Youngstown Metal Works Inc.,5174.80,
INV-253099,2025-11-12,2025-11-12,Bayview Medical Center Inc.,10976.86,
INV-253100,11/12/2025,11/12/2025,Cardinal Hospitality Group LLC,"$56,820.17",PO 40171
INV-253100,2025-11-12,2025-11-12,Cardinal Hospitality Group LLC,56820.17,PO 40171
INV-253101,2025-11-12,2025-11-12,Fairlawn Public Schools,"$8,955.51",
INV-253102,11/12/2025,11/12/2025,Great Lakes Logistics Inc.,"$4,628.49",
INV-253103,11/12/2025,11/12/2025,Hamilton County Services,"$4,692.67",PO 43998
INV-253104,11/12/2025,11/12/2025,Lorain Distribution Company,9781.78,PO 44701
INV-253105,11/12/2025,11/12/2025,MIDWEST STADIUM SERVICES INC.,"$2,678.90",
INV-253106,2025-11-12,2025-11-12,Oak Ridge Office Parks,5019.74,PO 43639
INV-253107,12-Nov-25,12-Nov-25,Parma Community College,8344.90,
INV-253108,12-Nov-25,11-Nov-25,Summit Healthcare Group Inc.,27066.97,
INV-253109,12-Nov-25,12-Nov-25,Twinsburg Industrial Park LLC,20807.22,
INV-253110,11/12/2025,11/12/2025,Westlake Commercial Cleaning Company,14173.80,
INV-253111,11/12/2025,11/12/2025,Westlake Commercial Cleaning Company,4130.68,Standing order
INV-253112,12-Nov-25,12-Nov-25,Youngstown Metal Works Inc.  ,"$3,069.13",
INV-253113,2025-11-12,2025-11-12,Youngstown Metal Works Inc.,6566.69,
INV-253114,12-Nov-25,12-Nov-25,Youngstown Metal Works Inc.  ,"$10,749.11",PO 41670
INV-253115,13-Nov-25,13-Nov-25,Bayview Medical Center Inc.,1764.46,PO 40315
INV-253116,11/13/2025,11/13/2025,Clearwater Janitorial Co.,"$32,010.91",
INV-253117,2025-11-13,2025-11-13,Garfield Industrial Company,"$11,270.12",
INV-253118,2025-11-13,2025-11-13,Garfield Industrial Company,7014.25,
INV-253119,11/13/2025,11/13/2025,Garfield Industrial Company,3352.99,
INV-253120,11/13/2025,11/13/2025,Lakeshore Cleaning Services Inc.,42006.53,
INV-253121,2025-11-13,2025-11-13,Oak Ridge Office Parks,"$2,557.56",
INV-253122,11/13/2025,11/13/2025,Parma Community College,8676.40,PO 45475
INV-253123,13-Nov-25,12-Nov-25,Parma Community College,5905.97,
INV-253124,2025-11-13,2025-11-13,Twinsburg Industrial Park LLC,13380.82,
INV-253125,2025-11-13,2025-11-13,Twinsburg Industrial Park LLC,11538.90,
INV-253126,2025-11-13,2025-11-13,Westlake Commercial Cleaning Company,7754.48,
INV-253127,2025-11-14,2025-11-13,Bayview Medical Center Inc.,2071.56,
INV-253128,11/14/2025,11/14/2025,Cardinal Hospitality Group LLC,8368.16,Standing order
INV-253129,14-Nov-25,14-Nov-25,Evergreen Senior Living Inc.,4560.16,
INV-253130,2025-11-14,2025-11-14,Garfield Industrial Company,"$5,119.83",Standing order
INV-253131,14-Nov-25,13-Nov-25,Garfield Industrial Company  ,11626.00,
INV-253132,2025-11-14,2025-11-14,Garfield Industrial Company,5132.96,
INV-253133,11/14/2025,11/13/2025,Great Lakes Logistics,"$4,897.44",
INV-253134,2025-11-14,2025-11-14,Highland Manufacturing Company,"$20,833.56",
INV-253135,2025-11-14,2025-11-13,Ironwood Property Services,5761.75,Standing order
INV-253136,2025-11-14,2025-11-14,North Coast Restaurants LLC,8670.44,
INV-253137,2025-11-14,2025-11-14,Oak Ridge Office Parks,8966.00,
INV-253138,11/14/2025,11/14/2025,Sandusky Marine and Supply,25429.66,PO 47702
INV-253139,2025-11-14,2025-11-14,Sandusky Marine and Supply,"$15,846.32",
INV-253140,2025-11-14,2025-11-13,Sandusky Marine and Supply,5578.58,
INV-253141,11/14/2025,11/14/2025,Summit Healthcare Group Inc.,"$7,505.25",PO 40201
INV-253142,11/14/2025,11/14/2025,University Circle Services,"$11,906.86",Standing order
INV-253143,11/14/2025,11/13/2025,Westlake Commercial Cleaning Company,6704.78,
INV-253144,14-Nov-25,14-Nov-25,Youngstown Metal Works Inc.,13807.71,Standing order
INV-253145,2025-11-14,2025-11-14,Youngstown Metal Works Inc.,8267.15,Standing order
INV-253146,2025-11-17,2025-11-17,Cardinal Hospitality Group LLC,9727.77,
INV-253147,2025-11-17,2025-11-17,Garfield Industrial Company,24674.57,
INV-253148,2025-11-17,2025-11-17,Garfield Industrial Company,$937.67,PO 40610
INV-253149,2025-11-17,2025-11-16,Garfield Industrial Company,15448.05,
INV-253150,17-Nov-25,17-Nov-25,Great Lakes Logistics Inc.,"$2,561.82",
INV-253151,2025-11-17,2025-11-17,Lorain Distribution Company,8944.21,PO 40434
INV-253152,2025-11-17,2025-11-16,Medina Auto Group,"$32,119.33",
INV-253153,11/17/2025,11/17/2025,North Coast Restaurants,72090.13,
INV-253154,17-Nov-25,17-Nov-25,Pinnacle Building Services Inc.,"$4,153.93",PO 40703
INV-253155,17-Nov-25,17-Nov-25,Riverside Fitness Clubs LLC,3313.65,
INV-253156,2025-11-17,2025-11-16,Twinsburg Industrial Park LLC,6377.14,Standing order
INV-253157,17-Nov-25,17-Nov-25,Westlake Commercial Cleaning Company,"$7,013.35",
INV-253158,17-Nov-25,17-Nov-25,Youngstown Metal Works Inc.,1830.72,PO 47507
INV-253159,11/17/2025,11/17/2025,Youngstown Metal Works Inc.,23448.83,PO 44132
INV-253160,2025-11-17,2025-11-16,Youngstown Metal Works Inc.,15166.11,
INV-253161,2025-11-17,2025-11-16,Youngstown Metal Works Inc.,17313.90,
INV-253162,11/18/2025,11/18/2025,Cedar Point Facility Services,7812.29,PO 40368
INV-253163,11/18/2025,11/18/2025,Fairlawn Public Schools,3684.20,
INV-253164,11/18/2025,11/17/2025,Lakeshore Cleaning Services Inc.  ,14524.87,Standing order
INV-253165,2025-11-18,2025-11-17,Summit Healthcare Group Inc.,16157.15,
INV-253166,2025-11-18,2025-11-18,Summit Healthcare Group Inc.,12364.60,Standing order
INV-253167,18-Nov-25,18-Nov-25,Twinsburg Industrial Park LLC,8268.40,PO 42978
INV-253168,18-Nov-25,18-Nov-25,Twinsburg Industrial Park LLC,14292.79,PO 47858
INV-253169,2025-11-18,2025-11-17,Youngstown Metal Works Inc.,"$14,633.38",
INV-253170,18-Nov-25,18-Nov-25,Youngstown Metal Works Inc.,6841.56,
INV-253171,19-Nov-25,19-Nov-25,Cardinal Hospitality Group LLC,"$4,987.36",
INV-253172,11/19/2025,11/19/2025,Cedar Point Facility Services,9535.68,
INV-253173,11/19/2025,11/19/2025,Cedar Point Facility Services,7677.46,
INV-253174,19-Nov-25,19-Nov-25,Garfield Industrial Company,8705.90,
INV-253175,11/19/2025,11/19/2025,Garfield Industrial Company,"$1,897.14",
INV-253176,19-Nov-25,18-Nov-25,Great Lakes Logistics Inc.,"$30,219.43",PO 49075
INV-253177,11/19/2025,11/19/2025,HERITAGE FOOD SERVICES INC.,"$5,948.10",PO 42057
INV-253178,11/19/2025,11/18/2025,Ironwood Property Services,"$6,923.82",
INV-253179,19-Nov-25,19-Nov-25,Kent Valley Hospital,14582.20,
INV-253180,2025-11-19,2025-11-18,Medina Auto Group,17869.52,PO 44177
INV-253181,11/19/2025,11/19/2025,Parma Community College,8820.32,PO 46098
INV-253182,11/19/2025,11/19/2025,Sandusky Marine and Supply,8481.37,
INV-253183,19-Nov-25,19-Nov-25,Twinsburg Industrial Park LLC,5253.92,PO 43210
INV-253184,11/19/2025,11/19/2025,Westlake Commercial Cleaning Company,14635.84,
INV-253185,11/19/2025,11/19/2025,Westlake Commercial Cleaning Company,8014.34,Standing order
INV-253186,2025-11-19,2025-11-19,Westlake Commercial Cleaning Company,9049.04,
INV-253187,2025-11-19,2025-11-19,Westlake Commercial Cleaning Company,"$11,497.38",
INV-253188,19-Nov-25,19-Nov-25,Westlake Commercial Cleaning Company,3371.43,
INV-253189,19-Nov-25,19-Nov-25,Youngstown Metal Works Inc.,5480.92,
INV-253190,2025-11-19,2025-11-19,Youngstown Metal Works Inc.,7857.02,
INV-253191,11/19/2025,11/18/2025,Youngstown Metal Works Inc.,"$7,532.63",
INV-253192,2025-11-20,2025-11-20,Bayview Medical Center Inc.,10350.93,Standing order
INV-253193,2025-11-20,2025-11-20,Cardinal Hospitality Group LLC,7885.20,PO 47432
INV-253194,20-Nov-25,20-Nov-25,Clearwater Janitorial Company,18856.55,Standing order
INV-253195,11/20/2025,11/20/2025,Eastgate Office Partners,4281.13,
INV-253196,20-Nov-25,20-Nov-25,Great Lakes Logistics Inc.,3847.98,PO 42200
INV-253197,2025-11-20,2025-11-20,Medina Auto Group,"$9,207.23",Standing order
INV-253198,11/20/2025,11/20/2025,Midwest Stadium Services Inc.,11082.67,
INV-253199,11/20/2025,11/19/2025,Parma Community College,95000.00,
INV-253200,2025-11-20,2025-11-20,Stark County Services,3516.44,
INV-253201,2025-11-20,2025-11-20,Summit Healthcare Group Inc.,4258.98,
INV-253202,20-Nov-25,20-Nov-25,Twinsburg Industrial Park LLC,2044.30,Standing order
INV-253203,20-Nov-25,19-Nov-25,Westlake Commercial Cleaning Company,3720.87,Standing order
INV-253204,20-Nov-25,19-Nov-25,Westlake Commercial Cleaning Company,10052.53,
INV-253205,2025-11-20,2025-11-20,Westlake Commercial Cleaning Company,13715.27,
INV-253206,20-Nov-25,20-Nov-25,Youngstown Metal Works Inc.,22453.18,Standing order
INV-253207,2025-11-20,2025-11-20,Youngstown Metal Works Inc.,"$11,530.73",
INV-253208,2025-11-20,2025-11-20,Youngstown Metal Works Inc.,7630.01,
INV-253209,21-Nov-25,20-Nov-25,Forest City Hotels and Resorts,6438.36,PO 48656
INV-253210,21-Nov-25,20-Nov-25,Garfield Industrial Company,"$4,180.25",
INV-253211,11/21/2025,11/21/2025,Garfield Industrial Company,7222.70,Standing order
INV-253212,21-Nov-25,20-Nov-25,Garfield Industrial Company,11920.24,Standing order
INV-253213,2025-11-21,2025-11-21,Great Lakes Logistics Inc.,8495.94,
INV-253214,21-Nov-25,21-Nov-25,Great Lakes Logistics Inc.,3480.45,Standing order
INV-253215,11/21/2025,11/20/2025,Heritage Food Services Inc.,9279.97,
INV-253216,2025-11-21,2025-11-21,Kent Valley Hospital,5959.02,
INV-253217,2025-11-21,2025-11-21,Kent Valley Hospital,3945.13,PO 48430
INV-253218,21-Nov-25,20-Nov-25,Kent Valley Hospital,26014.82,PO 42393
INV-253219,21-Nov-25,21-Nov-25,Parma Community College,14513.29,
INV-253220,21-Nov-25,20-Nov-25,Parma Community College,"$2,226.47",
INV-253221,11/21/2025,11/21/2025,Parma Community College,"$3,622.55",PO 45277
INV-253222,21-Nov-25,20-Nov-25,Parma Community College,"$9,383.27",
INV-253223,2025-11-21,2025-11-20,Stark County Services,3857.97,
INV-253224,11/21/2025,11/21/2025,Summit Healthcare Group Inc.,9361.36,
INV-253225,21-Nov-25,21-Nov-25,Twinsburg Industrial Park LLC,2083.70,PO 49191
INV-253226,11/21/2025,11/21/2025,Twinsburg Industrial Park LLC,8950.96,
INV-253227,2025-11-21,2025-11-21,Westlake Commercial Cleaning Company,"$13,212.54",
INV-253228,2025-11-21,2025-11-20,Youngstown Metal Works Inc.,9656.25,
INV-253229,2025-11-24,2025-11-23,Cardinal Hospitality Group LLC,10362.08,
INV-253230,11/24/2025,11/24/2025,Fairlawn Public Schools,2587.12,PO 43331
INV-253231,24-Nov-25,23-Nov-25,Garfield Industrial Company,3873.34,Standing order
INV-253232,11/24/2025,11/24/2025,Kent Valley Hospital,18550.32,
INV-253233,24-Nov-25,24-Nov-25,Midwest Stadium Services Inc.,7699.27,
INV-253234,24-Nov-25,24-Nov-25,Midwest Stadium Services Inc.,"$3,961.34",
INV-253235,24-Nov-25,24-Nov-25,Oak Ridge Office Parks,3382.99,PO 45901
INV-253236,2025-11-24,2025-11-23,Parma Community College,"$12,740.09",Standing order
INV-253237,11/24/2025,11/24/2025,Pinnacle Building Services Inc.,"$17,838.83",
INV-253238,24-Nov-25,24-Nov-25,Sandusky Marine and Supply,13435.99,PO 47217
INV-253239,24-Nov-25,24-Nov-25,University Circle Services,11134.73,Standing order
INV-253240,24-Nov-25,24-Nov-25,University Circle Services,"$6,413.46",Standing order
INV-253241,11/24/2025,11/24/2025,University Circle Services,10891.78,Standing order
INV-253242,24-Nov-25,24-Nov-25,Westlake Commercial Cleaning Company,7136.91,Standing order
INV-253243,2025-11-24,2025-11-23,Willoughby Tech Center,4634.54,PO 42820
INV-253244,2025-11-24,2025-11-24,Youngstown Metal Works Inc.,43616.49,
INV-253245,25-Nov-25,24-Nov-25,Cardinal Hospitality Group LLC,2639.15,
INV-253246,2025-11-25,2025-11-24,Evergreen Senior Living Inc.,"$14,345.73",
INV-253247,25-Nov-25,24-Nov-25,Forest City Hotels and Resorts,23775.07,Standing order
INV-253248,25-Nov-25,25-Nov-25,Garfield Industrial Company,23680.00,
INV-253249,25-Nov-25,25-Nov-25,Garfield Industrial Company,9524.30,Standing order
INV-253250,2025-11-25,2025-11-24,Garfield Industrial Company,"$18,532.57",
INV-253251,25-Nov-25,25-Nov-25,Medina Auto Group,"$8,261.53",
INV-253252,25-Nov-25,25-Nov-25,Midwest Stadium Services Inc.,20073.06,PO 42720
INV-253253,2025-11-25,2025-11-25,Oak Ridge Office Parks,77248.85,
INV-253254,11/25/2025,11/25/2025,Parma Community College  ,9540.35,Standing order
INV-253255,2025-11-25,2025-11-25,Sandusky Marine and Supply,4782.37,
INV-253256,2025-11-25,2025-11-25,University Circle Services,"$5,680.32",
INV-253257,25-Nov-25,25-Nov-25,Westlake Commercial Cleaning Company,"$8,738.58",Standing order
INV-253258,11/25/2025,11/24/2025,Westlake Commercial Cleaning Company,"$5,680.33",
INV-253259,2025-11-25,2025-11-25,Westlake Commercial Cleaning Company,"$11,192.74",
INV-253260,11/25/2025,11/25/2025,Youngstown Metal Works Inc.,13625.81,
INV-253261,2025-11-25,2025-11-25,Youngstown Metal Works Inc.,2827.53,
INV-253262,11/26/2025,11/26/2025,Cardinal Hospitality Group LLC,40610.78,
INV-253263,2025-11-26,2025-11-26,Clearwater Janitorial Company,"$12,805.70",
INV-253264,2025-11-26,2025-11-25,Clearwater Janitorial Company,"$9,826.56",PO 47966
INV-253265,2025-11-26,2025-11-26,Forest City Hotels and Resorts,8534.48,
INV-253266,11/26/2025,11/26/2025,Garfield Industrial Company,6228.19,
INV-253267,26-Nov-25,26-Nov-25,Medina Auto Group,4788.77,PO 47656
INV-253268,26-Nov-25,25-Nov-25,Parma Community College,18926.95,
INV-253269,11/26/2025,11/26/2025,Pinnacle Building Services Inc.,31253.37,
INV-253270,26-Nov-25,26-Nov-25,Twinsburg Industrial Park LLC,6954.65,PO 46736
INV-253271,26-Nov-25,25-Nov-25,Youngstown Metal Works,9446.87,PO 48739
INV-253272,2025-11-27,2025-11-26,Bayview Medical Center Inc.,"$4,484.65",
INV-253273,2025-11-27,2025-11-27,Bayview Medical Center Inc.  ,12398.29,
INV-253274,2025-11-27,2025-11-27,Evergreen Senior Living Inc.,"$9,152.00",
INV-253275,27-Nov-25,27-Nov-25,Fairlawn Public Schools,3515.22,
INV-253276,2025-11-27,2025-11-26,Garfield Industrial Company,6385.68,Standing order
INV-253277,27-Nov-25,26-Nov-25,Heritage Food Services Inc.,"$7,954.99",PO 41973
INV-253278,11/27/2025,11/26/2025,Midwest Stadium Services Inc.,"$14,242.90",
INV-253279,27-Nov-25,27-Nov-25,Pinnacle Building Services Inc.,8764.79,
INV-253280,11/27/2025,11/26/2025,Sandusky Marine and Supply  ,8842.32,PO 47431
INV-253281,27-Nov-25,27-Nov-25,Twinsburg Industrial Park LLC,"$8,216.07",Standing order
INV-253282,28-Nov-25,28-Nov-25,Bayview Medical Center Inc.,12581.95,PO 40538
INV-253283,28-Nov-25,28-Nov-25,Bayview Medical Center Inc.,5344.95,
INV-253284,28-Nov-25,28-Nov-25,Cardinal Hospitality Group LLC,"$3,164.61",
INV-253285,28-Nov-25,28-Nov-25,Medina Auto Group,1056.46,PO 45316
INV-253286,11/28/2025,11/28/2025,Oak Ridge Office Parks,7972.06,Standing order
INV-253287,28-Nov-25,28-Nov-25,Oak Ridge Office Parks,26367.00,PO 42397
INV-253288,2025-11-28,2025-11-28,Pinnacle Building Services Inc.,"$7,219.05",Standing order
INV-253289,11/28/2025,11/27/2025,Portage Cold Storage Company,4277.21,Standing order
INV-253290,11/28/2025,11/27/2025,Twinsburg Industrial Park LLC,"$8,418.71",
INV-253291,2025-11-28,2025-11-28,University Circle Services,"$9,906.53",
INV-253292,28-Nov-25,28-Nov-25,Youngstown Metal Works Inc.,5591.86,
INV-253293,2025-11-28,2025-11-28,Youngstown Metal Works,6164.02,
,,,Subtotal - Nov 2025,"$3,304,479.52",
INV-253294,2025-12-01,2025-11-30,Allegheny Property Management LLC,"$1,960.81",PO 42771
INV-253295,01-Dec-25,01-Dec-25,Bayview Medical Center Inc.,26331.17,
INV-253296,2025-12-01,2025-12-01,Cardinal Hospitality Group LLC,"$10,452.17",Standing order
INV-253297,2025-12-01,2025-12-01,Garfield Industrial Company,22738.80,Standing order
INV-253298,12/01/2025,12/01/2025,Garfield Industrial Company,"$2,664.36",
INV-253299,01-Dec-25,30-Nov-25,Shaker Square Retail Partners,4792.87,
INV-253300,01-Dec-25,30-Nov-25,Westlake Commercial Cleaning Company,11772.26,
INV-253301,12/01/2025,12/01/2025,Westlake Commercial Cleaning Company,"$6,602.44",Standing order
INV-253302,2025-12-01,2025-11-30,Westlake Commercial Cleaning Company,14657.18,
INV-253303,01-Dec-25,01-Dec-25,Youngstown Metal Works Inc.,1355.71,Standing order
INV-253304,12/01/2025,12/01/2025,Youngstown Metal Works Inc.,6692.27,
INV-253305,02-Dec-25,01-Dec-25,Bayview Medical Center Inc.,9863.08,Standing order
INV-253306,02-Dec-25,02-Dec-25,Bayview Medical Center Inc.,"$13,756.23",PO 45843
INV-253307,12/02/2025,12/02/2025,Bayview Medical Center Inc.,23011.73,
INV-253308,2025-12-02,2025-12-02,Cardinal Hospitality Group LLC,20905.45,PO 47818
INV-253309,02-Dec-25,02-Dec-25,EVERGREEN SENIOR LIVING INC.,11952.77,Standing order
INV-253310,12/02/2025,12/02/2025,Garfield Industrial Company,38421.48,
INV-253311,02-Dec-25,01-Dec-25,Garfield Industrial Company,26216.19,PO 43043
INV-253312,2025-12-02,2025-12-01,Garfield Industrial Company,19701.06,PO 42886
INV-253313,2025-12-02,2025-12-01,Great Lakes Logistics Inc.,"$13,290.77",PO 43892
INV-253314,02-Dec-25,02-Dec-25,Heritage Food Services Inc.,32786.56,
INV-253315,12/02/2025,12/02/2025,Kent Valley Hospital,14192.82,
INV-253316,02-Dec-25,02-Dec-25,Portage Cold Storage Company,"$6,087.31",
INV-253317,02-Dec-25,02-Dec-25,Portage Cold Storage Company,"$18,845.49",
INV-253318,2025-12-02,2025-12-02,Sandusky Marine and Supply,12950.41,
INV-253319,02-Dec-25,01-Dec-25,Summit Healthcare Group Inc.,17038.84,
INV-253320,12/02/2025,12/02/2025,Summit Healthcare Group Inc.,4528.67,Standing order
INV-253321,02-Dec-25,01-Dec-25,Twinsburg Industrial Park LLC,"$4,668.27",Standing order
INV-253322,02-Dec-25,02-Dec-25,University Circle Services,4411.82,
INV-253323,03-Dec-25,03-Dec-25,Cedar Point Facility Services,"$8,379.50",
INV-253324,2025-12-03,2025-12-03,Medina Auto Group,"$6,292.24",Standing order
INV-253325,2025-12-03,2025-12-03,Midwest Stadium Services Inc.,6130.86,
INV-253326,03-Dec-25,02-Dec-25,Oak Ridge Office Parks,2390.53,Standing order
INV-253327,03-Dec-25,03-Dec-25,Parma Community College,9433.07,Standing order
INV-253328,03-Dec-25,03-Dec-25,Portage Cold Storage Company,30601.24,
INV-253329,03-Dec-25,02-Dec-25,Riverside Fitness Clubs LLC,2103.48,PO 48184
INV-253330,2025-12-03,2025-12-03,Shaker Square Retail Partners,8894.55,Standing order
INV-253331,2025-12-03,2025-12-03,Twinsburg Industrial Park LLC,25796.54,
INV-253332,2025-12-04,2025-12-04,Bayview Medical Center Inc.,"$32,442.28",PO 40205
INV-253333,12/04/2025,12/04/2025,Bayview Medical Center,15731.89,Standing order
INV-253334,2025-12-04,2025-12-03,Cardinal Hospitality Group LLC,"$40,937.07",
INV-253335,04-Dec-25,04-Dec-25,Clearwater Janitorial Company,"$3,901.96",
INV-253336,12/04/2025,12/04/2025,Forest City Hotels and Resorts,"$6,910.37",
INV-253337,04-Dec-25,03-Dec-25,Heritage Food Services Inc.,7689.65,Standing order
INV-253338,2025-12-04,2025-12-04,Heritage Food Services Inc.,"$13,032.16",
INV-253339,2025-12-04,2025-12-03,Midwest Stadium Services Inc.,5122.41,
INV-253340,12/04/2025,12/04/2025,Sandusky Marine and Supply,4116.59,
INV-253341,2025-12-04,2025-12-04,Sandusky Marine and Supply,22643.94,
INV-253342,2025-12-04,2025-12-04,Summit Healthcare Group,"$4,296.66",Standing order
INV-253343,04-Dec-25,04-Dec-25,Twinsburg Industrial Park LLC,"$7,408.86",PO 44820
INV-253344,2025-12-04,2025-12-03,University Circle Services,8274.34,
INV-253345,2025-12-04,2025-12-04,Youngstown Metal Works Inc.,8995.24,
INV-253346,12/05/2025,12/04/2025,Bayview Medical Center Inc.,3212.35,
INV-253347,12/05/2025,12/05/2025,Bayview Medical Center Inc.,"$11,321.82",
INV-253348,05-Dec-25,05-Dec-25,Bayview Medical Center Inc.,47517.68,PO 48106
INV-253349,12/05/2025,12/05/2025,Evergreen Senior Living Inc.,12948.84,
INV-253350,2025-12-05,2025-12-04,Garfield Industrial Company,11351.93,
INV-253351,05-Dec-25,05-Dec-25,Garfield Industrial Company,13045.76,
INV-253352,05-Dec-25,05-Dec-25,Great Lakes Logistics Inc.,15958.44,PO 40591
INV-253353,05-Dec-25,05-Dec-25,Highland Manufacturing Company,2403.77,
INV-253354,12/05/2025,12/05/2025,Kent Valley Hospital,5149.26,Standing order
INV-253355,12/05/2025,12/04/2025,Oak Ridge Office Parks,23647.25,
INV-253356,2025-12-05,2025-12-05,Parma Community College,6370.36,
INV-253357,05-Dec-25,05-Dec-25,Parma Community College,18008.93,PO 43722
INV-253358,2025-12-05,2025-12-05,Summit Healthcare Group Inc.,"$5,423.31",Standing order
INV-253359,05-Dec-25,04-Dec-25,Westlake Commercial Cleaning Company  ,7325.32,
INV-253360,12/05/2025,12/05/2025,Youngstown Metal Works Inc.,12703.56,
